subj	subj_idx	item	condition	item_mem	Bmem	Bconf
77DT	27	27042	7	1	0	1
77DT	27	25026	5	1	1	3
77DT	27	-15039	5	1	0	2
77DT	27	28003	8	3	0	5
77DT	27	26056	6	2	1	5
77DT	27	27033	7	2	1	6
77DT	27	29066	9	1	0	0
77DT	27	18065	8	2	1	4
77DT	27	26060	6	2	1	1
77DT	27	29053	9	2	0	0
77DT	27	-15012	5	3	0	4
77DT	27	-16008	6	2	0	3
77DT	27	18014	8	1	0	5
77DT	27	27069	7	1	0	4
77DT	27	25065	5	3	0	4
77DT	27	26014	6	3	0	3
77DT	27	17028	7	3	0	5
77DT	27	19089	9	2	0	0
77DT	27	28036	8	3	1	3
77DT	27	19044	9	2	0	0
77DT	27	19030	9	1	0	0
77DT	27	29034	9	1	0	0
77DT	27	26021	6	2	1	6
77DT	27	29059	9	1	0	0
77DT	27	19010	9	1	0	0
77DT	27	25020	5	3	0	5
77DT	27	-16036	6	3	1	4
77DT	27	28010	8	1	0	3
77DT	27	18023	8	1	1	4
77DT	27	17072	7	3	1	3
77DT	27	-16033	6	3	0	2
77DT	27	19003	9	1	0	0
77DT	27	25046	5	3	0	1
77DT	27	-15037	5	3	0	4
77DT	27	17050	7	2	0	5
77DT	27	19047	9	2	0	0
77DT	27	29050	9	1	0	0
77DT	27	-15030	5	3	0	4
77DT	27	19060	9	1	0	0
77DT	27	26040	6	2	1	3
77DT	27	-15015	5	2	0	4
77DT	27	18062	8	1	0	4
77DT	27	17047	7	3	1	5
77DT	27	28018	8	2	0	1
77DT	27	28053	8	1	0	5
77DT	27	29073	9	1	0	0
77DT	27	27064	7	3	1	5
77DT	27	27068	7	2	0	3
77DT	27	-16017	6	2	0	5
77DT	27	19045	9	1	0	0
78SA	28	29006	9	1	0	0
78SA	28	29024	9	1	0	0
78SA	28	26059	6	2	1	3
78SA	28	18010	8	1	1	4
78SA	28	-15044	5	3	1	2
78SA	28	18049	8	1	1	6
78SA	28	29020	9	1	0	0
78SA	28	18017	8	3	1	6
78SA	28	27014	7	2	1	4
78SA	28	26051	6	1	1	4
78SA	28	27005	7	2	1	4
78SA	28	29088	9	1	0	0
78SA	28	-16056	6	3	0	3
78SA	28	19013	9	1	0	0
78SA	28	25061	5	3	0	3
78SA	28	27042	7	2	1	3
78SA	28	28072	8	1	1	6
78SA	28	-16006	6	3	0	3
78SA	28	18041	8	2	1	3
78SA	28	29081	9	1	0	0
78SA	28	25022	5	3	1	6
78SA	28	19020	9	1	0	0
78SA	28	-16036	6	3	0	4
78SA	28	17030	7	2	1	4
78SA	28	25038	5	1	0	4
78SA	28	-15034	5	3	1	4
78SA	28	29070	9	1	0	0
78SA	28	29032	9	1	0	0
78SA	28	17027	7	2	1	4
78SA	28	26019	6	3	0	3
78SA	28	26001	6	1	1	6
78SA	28	25067	5	3	0	3
78SA	28	19045	9	2	0	0
78SA	28	17072	7	3	0	3
78SA	28	29007	9	1	0	0
78SA	28	18040	8	1	0	3
78SA	28	19024	9	1	0	0
78SA	28	17047	7	1	1	6
78SA	28	28049	8	2	1	5
78SA	28	19003	9	1	0	0
78SA	28	19087	9	3	0	0
78SA	28	-15037	5	1	0	3
78SA	28	19055	9	1	0	0
78SA	28	-16057	6	2	1	2
78SA	28	-15070	5	3	0	3
78SA	28	27039	7	1	1	5
78SA	28	29026	9	1	0	0
78SA	28	26064	6	1	1	4
78SA	28	29045	9	1	0	0
78SA	28	28036	8	3	1	6
78SA	28	18023	8	1	1	4
78SA	28	25043	5	1	1	4
78SA	28	17066	7	1	1	3
78SA	28	19027	9	1	0	0
78SA	28	29036	9	1	0	0
78SA	28	29016	9	1	0	0
78SA	28	28070	8	1	1	3
78SA	28	-16001	6	1	0	1
78SA	28	19080	9	1	0	0
78SA	28	25053	5	3	1	3
78SA	28	27033	7	1	1	3
78SA	28	-16059	6	3	1	4
78SA	28	19041	9	1	0	0
78SA	28	19089	9	1	0	0
78SA	28	28031	8	3	1	4
78SA	28	26066	6	3	1	5
78SA	28	27012	7	2	1	5
78SA	28	17063	7	3	1	4
78SA	28	29030	9	2	0	0
78SA	28	29040	9	1	0	0
78SA	28	-16031	6	3	1	4
78SA	28	28026	8	2	1	4
78SA	28	-15025	5	3	1	2
78SA	28	-15052	5	3	1	3
78SA	28	19037	9	1	0	0
78SA	28	18019	8	3	0	4
78SA	28	18022	8	2	1	4
78SA	28	19029	9	1	0	0
78SA	28	29079	9	1	0	0
78SA	28	18062	8	1	1	6
78SA	28	29011	9	1	0	0
78SA	28	26023	6	3	1	3
78SA	28	26015	6	2	1	4
78SA	28	25055	5	3	1	5
78SA	28	-15007	5	3	0	2
78SA	28	27008	7	2	1	5
78SA	28	17046	7	1	1	3
78SA	28	28017	8	2	1	3
78SA	28	18003	8	1	1	3
78SA	28	26010	6	1	1	3
78SA	28	19064	9	1	0	0
78SA	28	26045	6	2	1	4
78SA	28	17015	7	2	0	3
78SA	28	26047	6	2	1	6
78SA	28	27029	7	2	0	4
78SA	28	18012	8	3	1	3
78SA	28	17013	7	1	1	5
78SA	28	19070	9	1	0	0
78SA	28	19054	9	1	0	0
78SA	28	29001	9	1	0	0
78SA	28	27058	7	2	0	5
78SA	28	25003	5	3	1	3
78SA	28	29041	9	1	0	0
78SA	28	-15054	5	3	1	3
78SA	28	-15068	5	3	0	3
78SA	28	25028	5	2	1	4
78SA	28	19019	9	1	0	0
78SA	28	19067	9	1	0	0
79TL	29	19026	9	1	0	0
79TL	29	27027	7	2	0	3
79TL	29	28031	8	1	1	6
79TL	29	-16043	6	2	0	2
79TL	29	19073	9	1	0	0
79TL	29	18028	8	3	1	5
79TL	29	29054	9	1	0	0
79TL	29	25063	5	3	1	2
79TL	29	28068	8	2	1	6
79TL	29	-15030	5	1	1	6
79TL	29	18038	8	1	1	6
79TL	29	-16035	6	3	0	6
79TL	29	28030	8	3	1	1
79TL	29	28022	8	3	1	5
79TL	29	-15071	5	1	1	4
79TL	29	17013	7	2	1	6
79TL	29	25049	5	3	1	4
79TL	29	29072	9	3	0	0
79TL	29	17006	7	3	1	6
79TL	29	27071	7	1	0	2
79TL	29	19054	9	2	0	0
79TL	29	29069	9	1	0	0
79TL	29	25040	5	3	1	6
79TL	29	-15025	5	3	0	5
79TL	29	29027	9	2	0	0
79TL	29	27034	7	2	0	1
79TL	29	27060	7	2	1	4
79TL	29	29037	9	1	0	0
79TL	29	18033	8	3	1	6
79TL	29	19006	9	1	0	0
79TL	29	17032	7	3	0	4
79TL	29	26003	6	3	0	3
79TL	29	29043	9	1	0	0
79TL	29	19037	9	1	0	0
79TL	29	-16008	6	1	1	4
79TL	29	18015	8	2	0	3
79TL	29	-16050	6	3	1	5
79TL	29	27048	7	3	1	3
79TL	29	25069	5	3	1	5
79TL	29	-16052	6	3	0	4
79TL	29	25017	5	3	1	3
79TL	29	26066	6	3	0	2
79TL	29	19008	9	1	0	0
79TL	29	28036	8	1	0	4
79TL	29	29006	9	1	0	0
79TL	29	19045	9	2	0	0
79TL	29	19052	9	1	0	0
79TL	29	17022	7	2	1	3
79TL	29	26026	6	3	0	3
79TL	29	29077	9	2	0	0
79TL	29	19027	9	1	0	0
79TL	29	-15056	5	3	0	3
79TL	29	19046	9	1	0	0
79TL	29	-16068	6	3	1	5
79TL	29	29011	9	1	0	0
79TL	29	18059	8	3	1	1
79TL	29	26023	6	3	1	4
79TL	29	-15066	5	3	1	5
79TL	29	29084	9	1	0	0
79TL	29	29079	9	1	0	0
79TL	29	29071	9	1	0	0
79TL	29	19067	9	1	0	0
79TL	29	28038	8	2	1	4
79TL	29	-16039	6	3	0	4
79TL	29	17054	7	2	1	4
79TL	29	25008	5	3	1	1
79TL	29	-15070	5	3	1	6
79TL	29	25011	5	3	1	5
79TL	29	27058	7	1	1	5
79TL	29	19071	9	1	0	0
79TL	29	19029	9	1	0	0
79TL	29	28062	8	3	1	3
79TL	29	17003	7	3	1	6
79TL	29	17024	7	3	1	4
79TL	29	-16018	6	3	1	3
79TL	29	27055	7	3	0	3
79TL	29	-15057	5	3	1	4
79TL	29	19003	9	1	0	0
79TL	29	26015	6	3	1	6
79TL	29	28010	8	2	1	6
79TL	29	29066	9	1	0	0
79TL	29	28020	8	2	1	1
79TL	29	29086	9	1	0	0
79TL	29	29029	9	1	0	0
79TL	29	-16019	6	3	1	5
79TL	29	27043	7	1	0	1
79TL	29	26002	6	3	1	5
79TL	29	18001	8	2	1	5
79TL	29	19021	9	1	0	0
79TL	29	29010	9	1	0	0
79TL	29	26041	6	3	0	2
79TL	29	29031	9	2	0	0
79TL	29	27053	7	1	1	3
79TL	29	25006	5	2	1	3
79TL	29	17009	7	2	1	3
79TL	29	17063	7	1	1	5
79TL	29	19020	9	1	0	0
79TL	29	26014	6	1	0	3
79TL	29	29052	9	1	0	0
79TL	29	-15061	5	3	0	3
79TL	29	-15011	5	3	0	1
79TL	29	25052	5	1	0	4
79TL	29	28046	8	1	0	3
79TL	29	-16041	6	3	0	1
79TL	29	19074	9	2	0	0
79TL	29	19032	9	2	0	0
79TL	29	18045	8	2	0	3
79TL	29	18047	8	1	1	5
80NJ	30	19076	9	1	0	0
80NJ	30	25037	5	3	1	6
80NJ	30	17030	7	2	0	6
80NJ	30	18017	8	2	0	5
80NJ	30	26046	6	3	1	6
80NJ	30	19078	9	1	0	0
80NJ	30	26027	6	3	1	6
80NJ	30	-16010	6	3	0	3
80NJ	30	17016	7	2	0	4
80NJ	30	19024	9	1	0	0
80NJ	30	27040	7	2	0	1
80NJ	30	17027	7	2	1	5
80NJ	30	29072	9	1	0	0
80NJ	30	29022	9	2	0	0
80NJ	30	19081	9	2	0	0
80NJ	30	25055	5	3	1	6
80NJ	30	17053	7	3	0	3
80NJ	30	27044	7	2	1	3
80NJ	30	28050	8	2	1	6
80NJ	30	29071	9	2	0	0
80NJ	30	18055	8	3	0	3
80NJ	30	-16057	6	3	1	5
80NJ	30	19039	9	2	0	0
80NJ	30	-15034	5	3	0	6
80NJ	30	-15026	5	3	1	6
80NJ	30	29041	9	1	0	0
80NJ	30	18032	8	2	0	5
80NJ	30	29001	9	1	0	0
80NJ	30	28016	8	2	1	6
80NJ	30	26022	6	3	0	5
80NJ	30	17048	7	2	1	4
80NJ	30	26071	6	2	1	4
80NJ	30	-16024	6	3	0	5
80NJ	30	29021	9	1	0	0
80NJ	30	18072	8	2	0	5
80NJ	30	-15036	5	3	1	4
80NJ	30	-15049	5	2	1	6
80NJ	30	28062	8	2	1	5
80NJ	30	19075	9	1	0	0
80NJ	30	19088	9	1	0	0
80NJ	30	29084	9	1	0	0
80NJ	30	25026	5	3	0	4
80NJ	30	19001	9	2	0	0
80NJ	30	27006	7	2	0	2
80NJ	30	18045	8	2	1	5
80NJ	30	28047	8	2	1	6
80NJ	30	26054	6	2	1	4
80NJ	30	29018	9	2	0	0
80NJ	30	-16061	6	3	0	3
80NJ	30	-15063	5	3	1	6
80NJ	30	17001	7	2	1	6
80NJ	30	19021	9	2	0	0
80NJ	30	25009	5	3	1	3
80NJ	30	19027	9	1	0	0
80NJ	30	29061	9	1	0	0
80NJ	30	-15019	5	3	0	3
80NJ	30	28007	8	1	1	6
80NJ	30	27017	7	2	1	6
80NJ	30	-15008	5	3	1	6
80NJ	30	19083	9	1	0	0
80NJ	30	18067	8	2	1	5
80NJ	30	-15005	5	3	0	4
80NJ	30	-16012	6	3	0	5
80NJ	30	29025	9	1	0	0
80NJ	30	19033	9	2	0	0
80NJ	30	27059	7	2	1	6
80NJ	30	19066	9	1	0	0
80NJ	30	25032	5	3	0	5
80NJ	30	26058	6	3	1	3
80NJ	30	27001	7	2	1	5
80NJ	30	19009	9	1	0	0
80NJ	30	29047	9	1	0	0
80NJ	30	-15070	5	3	0	5
80NJ	30	-16060	6	3	1	5
80NJ	30	28063	8	2	0	3
80NJ	30	25020	5	3	1	4
80NJ	30	29037	9	1	0	0
80NJ	30	26067	6	3	1	6
80NJ	30	25023	5	2	0	1
80NJ	30	19028	9	1	0	0
80NJ	30	17065	7	2	1	6
80NJ	30	29004	9	1	0	0
80NJ	30	29090	9	2	0	0
80NJ	30	19011	9	1	0	0
80NJ	30	29086	9	1	0	0
80NJ	30	27066	7	2	1	5
80NJ	30	19055	9	1	0	0
80NJ	30	-16038	6	3	0	4
80NJ	30	26003	6	1	1	4
80NJ	30	25029	5	3	1	1
80NJ	30	-16039	6	3	0	4
80NJ	30	29029	9	2	0	0
80NJ	30	19017	9	1	0	0
80NJ	30	28036	8	2	0	4
80NJ	30	18044	8	2	0	5
80NJ	30	18022	8	2	0	4
80NJ	30	17004	7	2	1	5
80NJ	30	-15052	5	3	1	2
80NJ	30	27052	7	2	1	6
80NJ	30	29067	9	1	0	0
80NJ	30	18041	8	2	1	4
80NJ	30	28012	8	2	1	6
80NJ	30	26069	6	2	1	6
80NJ	30	27042	7	1	1	5
80NJ	30	27014	7	2	1	1
80NJ	30	29012	9	1	0	0
80NJ	30	28033	8	2	1	5
80NJ	30	-16013	6	3	1	5
81KK	31	29059	9	2	0	0
81KK	31	29080	9	2	0	0
81KK	31	27062	7	3	0	1
81KK	31	28017	8	3	1	1
81KK	31	29086	9	2	0	0
81KK	31	29042	9	2	0	0
81KK	31	29043	9	1	0	0
81KK	31	19029	9	1	0	0
81KK	31	26008	6	3	1	1
81KK	31	28068	8	2	0	2
81KK	31	29040	9	1	0	0
81KK	31	-15062	5	3	0	1
81KK	31	29016	9	1	0	0
81KK	31	25044	5	2	0	1
81KK	31	-15002	5	0	1	1
81KK	31	18053	8	3	0	1
81KK	31	-15031	5	3	0	0
81KK	31	26035	6	3	1	1
81KK	31	25009	5	1	1	1
81KK	31	19026	9	1	0	0
81KK	31	29056	9	0	0	0
81KK	31	26014	6	3	1	1
81KK	31	28066	8	0	0	1
81KK	31	19064	9	1	0	0
81KK	31	26005	6	3	1	1
81KK	31	25071	5	0	0	1
81KK	31	17027	7	1	0	1
81KK	31	27011	7	1	1	1
81KK	31	17048	7	3	1	2
81KK	31	-16063	6	3	0	1
81KK	31	18022	8	1	0	1
81KK	31	27046	7	3	0	1
81KK	31	19054	9	2	0	0
81KK	31	27048	7	3	0	2
81KK	31	18007	8	3	0	1
81KK	31	18019	8	3	0	1
81KK	31	29017	9	3	0	0
81KK	31	19039	9	1	0	0
81KK	31	-15058	5	2	0	1
81KK	31	-16068	6	3	0	1
81KK	31	25057	5	3	1	1
81KK	31	26055	6	1	0	1
81KK	31	18012	8	1	0	1
81KK	31	19027	9	1	0	0
81KK	31	-16005	6	3	0	1
81KK	31	29068	9	1	0	0
81KK	31	28037	8	3	0	1
81KK	31	26042	6	1	1	1
81KK	31	27030	7	0	0	1
81KK	31	17018	7	3	0	1
81KK	31	-15039	5	1	0	1
81KK	31	27015	7	3	0	1
81KK	31	19021	9	1	0	0
81KK	31	19030	9	1	0	0
81KK	31	19075	9	1	0	0
81KK	31	29022	9	1	0	0
81KK	31	27031	7	1	1	2
81KK	31	19007	9	1	0	0
81KK	31	18043	8	3	0	1
81KK	31	27020	7	3	0	1
81KK	31	17004	7	2	0	1
81KK	31	-15066	5	2	1	1
81KK	31	19083	9	1	0	0
81KK	31	-15036	5	0	0	1
81KK	31	29001	9	0	0	0
81KK	31	-15060	5	3	1	1
81KK	31	26039	6	2	0	1
81KK	31	27069	7	1	1	1
81KK	31	26002	6	2	0	1
81KK	31	-16051	6	3	0	1
81KK	31	29048	9	1	0	0
81KK	31	29063	9	1	0	0
81KK	31	18050	8	0	1	1
81KK	31	26028	6	1	1	6
81KK	31	25049	5	1	0	1
81KK	31	-15034	5	1	1	1
81KK	31	19008	9	1	0	0
81KK	31	19040	9	1	0	0
81KK	31	17069	7	1	1	1
81KK	31	18046	8	3	1	1
81KK	31	19076	9	1	0	0
81KK	31	19050	9	1	0	0
81KK	31	29011	9	0	0	0
81KK	31	27024	7	3	1	1
81KK	31	25033	5	3	1	3
81KK	31	26060	6	1	0	1
81KK	31	29075	9	1	0	0
81KK	31	18009	8	1	1	1
81KK	31	19055	9	1	0	0
81KK	31	28051	8	3	1	1
81KK	31	-15041	5	3	1	1
81KK	31	28054	8	1	0	1
81KK	31	-15038	5	3	0	1
81KK	31	17024	7	1	0	1
81KK	31	-16026	6	1	0	1
81KK	31	27064	7	3	0	1
81KK	31	17072	7	2	0	1
81KK	31	19031	9	1	0	0
81KK	31	19010	9	1	0	0
81KK	31	18013	8	3	1	6
81KK	31	26004	6	1	1	2
81KK	31	18056	8	2	0	1
81KK	31	25025	5	3	0	1
81KK	31	29012	9	1	0	0
81KK	31	26021	6	0	1	1
81KK	31	-16030	6	3	1	1
81KK	31	29047	9	2	0	0
81KK	31	18016	8	2	0	1
82KB	32	29082	9	1	0	0
82KB	32	17003	7	1	0	3
82KB	32	17008	7	2	1	2
82KB	32	17028	7	2	0	2
82KB	32	26040	6	1	1	6
82KB	32	29030	9	1	0	0
82KB	32	19051	9	1	0	0
82KB	32	29047	9	1	0	0
82KB	32	18024	8	3	1	4
82KB	32	27017	7	2	1	3
82KB	32	17063	7	2	1	3
82KB	32	-16035	6	3	1	2
82KB	32	25019	5	3	1	2
82KB	32	25066	5	3	0	2
82KB	32	-16020	6	3	0	2
82KB	32	29059	9	1	0	0
82KB	32	28001	8	2	1	4
82KB	32	-15065	5	3	0	3
82KB	32	29069	9	1	0	0
82KB	32	19086	9	1	0	0
82KB	32	25048	5	3	0	4
82KB	32	18025	8	2	0	3
82KB	32	25061	5	2	0	1
82KB	32	-16018	6	3	1	5
82KB	32	19088	9	1	0	0
82KB	32	18058	8	3	0	1
82KB	32	17045	7	2	1	1
82KB	32	25036	5	3	1	4
82KB	32	17054	7	1	0	4
82KB	32	28005	8	2	0	3
82KB	32	26007	6	3	1	2
82KB	32	19059	9	1	0	0
82KB	32	29023	9	1	0	0
82KB	32	29088	9	1	0	0
82KB	32	19039	9	1	0	0
82KB	32	28069	8	2	0	3
82KB	32	-15068	5	3	0	5
82KB	32	29026	9	1	0	0
82KB	32	-15033	5	3	1	4
82KB	32	17041	7	2	0	3
82KB	32	-15016	5	3	0	1
82KB	32	26041	6	2	1	3
82KB	32	-16059	6	2	1	4
82KB	32	28014	8	1	0	1
82KB	32	19018	9	2	0	0
82KB	32	29057	9	1	0	0
82KB	32	19058	9	1	0	0
82KB	32	27046	7	2	1	3
82KB	32	-16002	6	3	0	3
82KB	32	19042	9	1	0	0
82KB	32	26049	6	3	0	4
82KB	32	19070	9	1	0	0
82KB	32	28043	8	2	0	2
82KB	32	18055	8	1	0	4
82KB	32	19085	9	1	0	0
82KB	32	-16013	6	3	0	3
82KB	32	25060	5	2	1	2
82KB	32	18040	8	2	1	2
82KB	32	29075	9	1	0	0
82KB	32	17032	7	1	1	4
82KB	32	29038	9	1	0	0
82KB	32	27053	7	1	0	4
82KB	32	-15049	5	1	0	4
82KB	32	29035	9	1	0	0
82KB	32	19035	9	1	0	0
82KB	32	25026	5	3	1	2
82KB	32	29074	9	1	0	0
82KB	32	19049	9	1	0	0
82KB	32	-16006	6	3	0	3
82KB	32	29014	9	1	0	0
82KB	32	19060	9	1	0	0
82KB	32	29045	9	1	0	0
82KB	32	27004	7	2	1	2
82KB	32	29050	9	2	0	0
82KB	32	28037	8	2	1	3
82KB	32	19071	9	1	0	0
82KB	32	19047	9	2	0	0
82KB	32	-15011	5	2	0	4
82KB	32	18029	8	2	0	1
82KB	32	17062	7	2	0	5
82KB	32	17022	7	2	0	4
82KB	32	27072	7	1	1	1
82KB	32	26016	6	3	0	1
82KB	32	26009	6	2	0	6
82KB	32	25011	5	3	0	3
82KB	32	27052	7	2	0	1
82KB	32	17069	7	2	1	2
82KB	32	19023	9	1	0	0
82KB	32	18009	8	1	1	2
82KB	32	26055	6	1	0	1
82KB	32	27021	7	2	1	1
82KB	32	25030	5	2	0	2
82KB	32	19082	9	1	0	0
82KB	32	28027	8	3	1	4
82KB	32	18072	8	3	1	4
82KB	32	26024	6	1	0	3
82KB	32	-16037	6	1	1	6
82KB	32	26064	6	3	1	1
82KB	32	28031	8	1	1	4
82KB	32	-15047	5	2	0	4
82KB	32	29048	9	1	0	0
82KB	32	29076	9	1	0	0
82KB	32	26068	6	1	0	1
82KB	32	25057	5	3	1	2
82KB	32	25034	5	3	1	2
82KB	32	18051	8	2	1	1
82KB	32	18044	8	2	0	1
82KB	32	19029	9	1	0	0
